Gene,Name
ENST00000465474,COBW domain containing 3(CBWD3)
ENST00000466254,T cell receptor beta constant 2(TRBC2)
ENST00000466304,#N/A
ENST00000466694,#N/A
ENST00000467013,#N/A
ENST00000467192,#N/A
ENST00000468879,immunoglobulin kappa variable 1D-43(IGKV1D-43)
ENST00000469070,#N/A
ENST00000469196,#N/A
ENST00000469937,#N/A
ENST00000469997,#N/A
ENST00000471090,#N/A
ENST00000471823,#N/A
ENST00000471857,immunoglobulin kappa variable 1D-8(IGKV1D-8)
ENST00000471935,#N/A
ENST00000474213,immunoglobulin kappa variable 2D-30(IGKV2D-30)
ENST00000474979,#N/A
ENST00000476313,#N/A
ENST00000476906,C-type lectin domain containing 19A(CLEC19A)
ENST00000477036,#N/A
ENST00000478163,#N/A
ENST00000478672,#N/A
ENST00000478759,#N/A
ENST00000479035,ribosomal protein L23(RPL23)
ENST00000479209,stress associated endoplasmic reticulum protein 1(SERP1)
ENST00000479369,#N/A
ENST00000479981,immunoglobulin kappa variable 1-16(IGKV1-16)
ENST00000481096,#N/A
ENST00000481349,#N/A
ENST00000481426,SH2 domain containing 6(SH2D6)
ENST00000482201,#N/A
ENST00000482292,prefoldin subunit 6(PFDN6)
ENST00000483158,immunoglobulin kappa variable 3D-11(IGKV3D-11)
ENST00000483169,#N/A
ENST00000483826,#N/A
ENST00000484097,#N/A
ENST00000484153,#N/A
ENST00000489404,phosphoribosyl pyrophosphate synthetase 2(PRPS2)
ENST00000490410,#N/A
ENST00000491265,#N/A
ENST00000491977,immunoglobulin kappa variable 2D-29(IGKV2D-29)
ENST00000492167,immunoglobulin kappa variable 3-20(IGKV3-20)
ENST00000492307,#N/A
ENST00000492446,immunoglobulin kappa constant(IGKC)
ENST00000492522,#N/A
ENST00000492731,#N/A
ENST00000493279,#N/A
ENST00000494591,#N/A
ENST00000495527,zinc finger CCCH-type containing 11A(ZC3H11A)
ENST00000496337,#N/A
ENST00000496414,#N/A
ENST00000496886,#N/A
ENST00000496939,#N/A
ENST00000497969,#N/A
ENST00000498616,#N/A
ENST00000499939,#N/A
ENST00000500117,#N/A
ENST00000500526,COL25A1 divergent transcript(COL25A1-DT)
ENST00000501122,nuclear paraspeckle assembly transcript 1(NEAT1)
ENST00000502368,#N/A
ENST00000502505,#N/A
ENST00000502518,#N/A
ENST00000502645,uncharacterized LOC101929710(LOC101929710)
ENST00000502675,#N/A
ENST00000502775,#N/A
ENST00000503159,#N/A
ENST00000503299,#N/A
ENST00000503568,#N/A
ENST00000504259,#N/A
ENST00000504916,#N/A
ENST00000505053,#N/A
ENST00000505089,long intergenic non-protein coding RNA 504(LINC00504)
ENST00000505196,#N/A
ENST00000505276,#N/A
ENST00000505702,#N/A
ENST00000505736,#N/A
ENST00000505877,#N/A
ENST00000505950,#N/A
ENST00000506032,#N/A
ENST00000506386,#N/A
ENST00000506431,#N/A
ENST00000506683,#N/A
ENST00000507296,#N/A
ENST00000507355,POLR2J3-UPK3BL2 readthrough(POLR2J3-UPK3BL2)
ENST00000507732,#N/A
ENST00000507826,#N/A
ENST00000507857,#N/A
ENST00000507887,#N/A
ENST00000507926,#N/A
ENST00000507936,#N/A
ENST00000508239,#N/A
ENST00000508366,#N/A
ENST00000508955,#N/A
ENST00000508993,#N/A
ENST00000508998,#N/A
ENST00000509000,nuclear cap binding protein subunit 2 like(NCBP2L)
ENST00000509139,SH3TC2 divergent transcript(SH3TC2-DT)
ENST00000509244,#N/A
ENST00000509530,#N/A
ENST00000509654,#N/A
ENST00000509713,#N/A
ENST00000510211,TENM3 antisense transcript 1(TEMN3-AS1)
ENST00000510938,#N/A
ENST00000511029,#N/A
ENST00000511417,#N/A
ENST00000511431,#N/A
ENST00000511731,#N/A
ENST00000511735,#N/A
ENST00000511921,uncharacterized LOC100128059(LOC100128059)
ENST00000512129,#N/A
ENST00000512458,#N/A
ENST00000512519,#N/A
ENST00000512720,#N/A
ENST00000512794,#N/A
ENST00000512915,#N/A
ENST00000513051,#N/A
ENST00000513179,long intergenic non-protein coding RNA 2482(LINC02482)
ENST00000513329,#N/A
ENST00000513405,long intergenic non-protein coding RNA 2714(LINC02714)
ENST00000513564,#N/A
ENST00000514050,RasGEF domain family member 1B(RASGEF1B)
ENST00000514452,#N/A
ENST00000514573,#N/A
ENST00000514811,#N/A
ENST00000514827,#N/A
ENST00000514892,#N/A
ENST00000515218,#N/A
ENST00000515258,#N/A
ENST00000515286,#N/A
ENST00000515292,#N/A
ENST00000515519,#N/A
ENST00000515871,long intergenic non-protein coding RNA 1337(LINC01337)
ENST00000517363,#N/A
ENST00000517525,#N/A
ENST00000517910,#N/A
ENST00000518014,#N/A
ENST00000518177,#N/A
ENST00000518355,#N/A
ENST00000518765,#N/A
ENST00000519048,#N/A
ENST00000519241,#N/A
ENST00000519491,#N/A
ENST00000519496,#N/A
ENST00000519691,#N/A
ENST00000519878,#N/A
ENST00000520048,#N/A
ENST00000520078,#N/A
ENST00000520422,#N/A
ENST00000520426,#N/A
ENST00000520819,#N/A
ENST00000521122,#N/A
ENST00000521132,#N/A
ENST00000521369,#N/A
ENST00000521373,long intergenic non-protein coding RNA 1942(LINC01942)
ENST00000521444,#N/A
ENST00000521731,#N/A
ENST00000522186,#N/A
ENST00000522388,#N/A
ENST00000522718,#N/A
ENST00000522767,#N/A
ENST00000522875,#N/A
ENST00000522967,#N/A
ENST00000522992,long intergenic non-protein coding RNA 1602(LINC01602)
ENST00000523154,uncharacterized LOC101929719(LOC101929719)
ENST00000523608,#N/A
ENST00000523862,#N/A
ENST00000525097,#N/A
ENST00000525262,#N/A
ENST00000525429,#N/A
ENST00000526131,#N/A
ENST00000527983,#N/A
ENST00000528139,#N/A
ENST00000528268,ankyrin repeat domain 36C(ANKRD36C)
ENST00000529417,#N/A
ENST00000529743,#N/A
ENST00000529785,#N/A
ENST00000531207,GVQW motif containing 3(GVQW3)
ENST00000532091,#N/A
ENST00000532531,#N/A
ENST00000532564,#N/A
ENST00000532936,#N/A
ENST00000533152,olfactory receptor family 8 subfamily J member 1(OR8J1)
ENST00000533625,tetratricopeptide repeat domain 6(TTC6)
ENST00000534086,#N/A
ENST00000534466,#N/A
ENST00000534728,#N/A
ENST00000534743,#N/A
ENST00000534819,#N/A
ENST00000534866,#N/A
ENST00000535853,#N/A
ENST00000535880,T cell receptor delta variable 3(TRDV3)
ENST00000536536,#N/A
ENST00000538428,#N/A
ENST00000538668,#N/A
ENST00000538868,uncharacterized LOC100129215(LOC100129215)
ENST00000539222,#N/A
ENST00000540461,olfactory receptor family 6 subfamily J member 1(OR6J1)
ENST00000542354,T cell receptor alpha variable 1-1(TRAV1-1)
ENST00000542925,#N/A
ENST00000543072,#N/A
ENST00000543308,#N/A
ENST00000544044,#N/A
ENST00000544589,#N/A
ENST00000545549,#N/A
ENST00000546204,#N/A
ENST00000547175,#N/A
ENST00000547285,#N/A
ENST00000547918,T cell receptor beta variable 7-1 (non-functional)(TRBV7-1)
ENST00000550378,#N/A
ENST00000550720,#N/A
ENST00000551681,#N/A
ENST00000551995,#N/A
ENST00000552123,nuclear pore complex interacting protein family member B12(NPIPB12)
ENST00000552334,#N/A
ENST00000552466,#N/A
ENST00000552653,#N/A
ENST00000552958,#N/A
ENST00000553170,#N/A
ENST00000553301,#N/A
ENST00000553346,#N/A
ENST00000553435,#N/A
ENST00000553648,#N/A
ENST00000553765,#N/A
ENST00000553818,#N/A
ENST00000553990,#N/A
ENST00000554307,#N/A
ENST00000554451,#N/A
ENST00000555016,#N/A
ENST00000555596,#N/A
ENST00000556397,#N/A
ENST00000556472,#N/A
ENST00000556537,#N/A
ENST00000556762,long intergenic non-protein coding RNA 2310(LINC02310)
ENST00000557168,T cell receptor alpha variable 30(TRAV30)
ENST00000557784,long intergenic non-protein coding RNA 2330(LINC02330)
ENST00000558071,#N/A
ENST00000558110,#N/A
ENST00000558382,#N/A
ENST00000558641,#N/A
ENST00000558783,#N/A
ENST00000558801,#N/A
ENST00000559615,#N/A
ENST00000559802,#N/A
ENST00000560054,#N/A
ENST00000560295,#N/A
ENST00000560819,#N/A
ENST00000560839,#N/A
ENST00000561287,#N/A
ENST00000561392,#N/A
ENST00000561746,#N/A
ENST00000561761,#N/A
ENST00000561876,#N/A
ENST00000562009,#N/A
ENST00000562229,#N/A
ENST00000562775,#N/A
ENST00000562905,immunoglobulin heavy variable 3/OR16-13 (non-functional)(IGHV3OR16-13)
ENST00000563248,#N/A
ENST00000563557,#N/A
ENST00000563737,#N/A
ENST00000563759,long intergenic non-protein coding RNA 1960(LINC01960)
ENST00000564059,uncharacterized LOC112268173(LOC112268173)
ENST00000564205,#N/A
ENST00000564670,#N/A
ENST00000565327,long intergenic non-protein coding RNA 2168(LINC02168)
ENST00000565347,#N/A
ENST00000565407,immunoglobulin heavy variable 3/OR16-8 (non-functional)(IGHV3OR16-8)
ENST00000565543,long intergenic non-protein coding RNA 2259(LINC02259)
ENST00000565545,#N/A
ENST00000565564,#N/A
ENST00000565617,ZNF706 neighboring transcript 1(ZNNT1)
ENST00000565670,#N/A
ENST00000565921,#N/A
ENST00000566446,#N/A
ENST00000566876,long intergenic non-protein coding RNA 2178(LINC02178)
ENST00000566952,#N/A
ENST00000567036,#N/A
ENST00000567129,#N/A
ENST00000567197,#N/A
ENST00000567234,long intergenic non-protein coding RNA 543(LINC00543)
ENST00000567292,#N/A
ENST00000567304,#N/A
ENST00000568031,#N/A
ENST00000568091,#N/A
ENST00000568471,#N/A
ENST00000568619,#N/A
ENST00000568752,#N/A
ENST00000568856,#N/A
ENST00000569008,kinase D interacting substrate 220(KIDINS220)
ENST00000569656,modulator of smoothened(MOSMO)
ENST00000569677,#N/A
ENST00000569740,#N/A
ENST00000569833,#N/A
ENST00000569854,long intergenic non-protein coding RNA 567(LINC00567)
ENST00000570121,immunoglobulin heavy variable 3/OR16-12 (non-functional)(IGHV3OR16-12)
ENST00000570227,#N/A
ENST00000572086,#N/A
ENST00000572422,#N/A
ENST00000572508,uncharacterized LOC101929777(LOC101929777)
ENST00000573270,long intergenic non-protein coding RNA 1996(LINC01996)
ENST00000573860,#N/A
ENST00000574864,#N/A
ENST00000576313,#N/A
ENST00000576956,#N/A
ENST00000577087,#N/A
ENST00000577382,#N/A
ENST00000577456,#N/A
ENST00000577614,#N/A
ENST00000577765,#N/A
ENST00000577773,#N/A
ENST00000577956,#N/A
ENST00000578086,#N/A
ENST00000578160,#N/A
ENST00000578650,#N/A
ENST00000579363,#N/A
ENST00000579386,#N/A
ENST00000579781,#N/A
ENST00000580017,DDB1 and CUL4 associated factor 8 like 2(DCAF8L2)
ENST00000580700,#N/A
ENST00000580773,#N/A
ENST00000580948,#N/A
ENST00000581040,#N/A
ENST00000581657,#N/A
ENST00000581666,#N/A
ENST00000581935,#N/A
ENST00000582047,#N/A
ENST00000582708,#N/A
ENST00000584151,#N/A
ENST00000584189,#N/A
ENST00000584301,TBC1 domain family member 26(TBC1D26)
ENST00000584500,#N/A
ENST00000584546,#N/A
ENST00000585372,uncharacterized LOC102725019(LOC102725019)
ENST00000585822,#N/A
ENST00000585853,#N/A
ENST00000586554,#N/A
ENST00000586784,#N/A
ENST00000587132,#N/A
ENST00000587320,#N/A
ENST00000587777,#N/A
ENST00000589345,"C-type lectin domain family 4 member O, pseudogene(CLEC4OP)"
ENST00000589698,#N/A
ENST00000589729,#N/A
ENST00000589983,#N/A
ENST00000590072,#N/A
ENST00000590199,#N/A
ENST00000590372,#N/A
ENST00000590427,#N/A
ENST00000590968,#N/A
ENST00000591549,#N/A
ENST00000591705,#N/A
ENST00000591780,#N/A
ENST00000592873,#N/A
ENST00000593307,#N/A
ENST00000593357,#N/A
ENST00000593377,#N/A
ENST00000593392,#N/A
ENST00000594089,#N/A
ENST00000594169,#N/A
ENST00000594210,#N/A
ENST00000594725,#N/A
ENST00000594933,#N/A
ENST00000595053,uncharacterized LOC100132686(LOC100132686)
ENST00000595059,#N/A
ENST00000595203,#N/A
ENST00000595282,#N/A
ENST00000595354,#N/A
ENST00000595430,#N/A
ENST00000595532,keratin associated protein 21-1 pseudogene(LOC112268117)
ENST00000595770,#N/A
ENST00000595897,#N/A
ENST00000595905,#N/A
ENST00000596267,#N/A
ENST00000596691,#N/A
ENST00000596728,#N/A
ENST00000596769,#N/A
ENST00000596858,#N/A
ENST00000596861,#N/A
ENST00000596885,#N/A
ENST00000597278,uncharacterized LOC441179(LOC441179)
ENST00000597412,#N/A
ENST00000597630,ETS repressor factor like(ERFL)
ENST00000597871,#N/A
ENST00000598000,#N/A
ENST00000598222,#N/A
ENST00000598234,putative uncharacterized protein LOC400499(LOC400499)
ENST00000598236,#N/A
ENST00000598340,long intergenic non-protein coding RNA 1711(LINC01711)
ENST00000598356,#N/A
ENST00000598428,#N/A
ENST00000598429,#N/A
ENST00000599234,#N/A
ENST00000599370,#N/A
ENST00000599734,#N/A
ENST00000599764,#N/A
ENST00000599770,#N/A
ENST00000599897,#N/A
ENST00000600091,#N/A
ENST00000600202,#N/A
ENST00000600582,#N/A
ENST00000600589,#N/A
ENST00000601243,#N/A
ENST00000601917,#N/A
ENST00000602042,#N/A
ENST00000602157,#N/A
ENST00000602175,#N/A
ENST00000602736,#N/A
ENST00000602765,#N/A
ENST00000602826,#N/A
ENST00000602862,#N/A
ENST00000602906,#N/A
ENST00000602979,#N/A
ENST00000603357,tigger transposable element derived 2(TIGD2)
ENST00000604247,#N/A
ENST00000604359,#N/A
ENST00000604665,#N/A
ENST00000605179,#N/A
ENST00000605518,#N/A
ENST00000605984,#N/A
ENST00000606154,#N/A
ENST00000606195,#N/A
ENST00000606323,#N/A
ENST00000606547,#N/A
ENST00000606723,#N/A
ENST00000606884,#N/A
ENST00000606994,#N/A
ENST00000607111,#N/A
ENST00000607285,#N/A
ENST00000607307,#N/A
ENST00000607314,#N/A
ENST00000607352,#N/A
ENST00000607519,#N/A
ENST00000607697,#N/A
ENST00000607822,#N/A
ENST00000607823,#N/A
ENST00000607837,#N/A
ENST00000608005,#N/A
ENST00000608013,#N/A
ENST00000608023,#N/A
ENST00000608683,#N/A
ENST00000608694,#N/A
ENST00000609065,#N/A
ENST00000609207,#N/A
ENST00000609220,#N/A
ENST00000609439,#N/A
ENST00000609510,#N/A
ENST00000609742,integrin subunit beta 1(ITGB1)
ENST00000609755,#N/A
ENST00000609777,#N/A
ENST00000609902,#N/A
ENST00000610060,uncharacterized LOC105374312(LOC105374312)
ENST00000610245,#N/A
ENTHD1,ENTH domain containing 1
ENTHD2,TEPSIN adaptor related protein complex 4 accessory protein
ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
ENTPD1-AS1,ENTPD1 antisense RNA 1
ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3
ENTPD3-AS1,ENTPD3 antisense RNA 1
ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4
ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6
ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7
ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8
ENTR1,endosome associated trafficking regulator 1
ENY2,ENY2 transcription and export complex 2 subunit
EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
EOLA1,endothelium and lymphocyte associated ASCH domain 1
EOMES,eomesodermin
EP300,E1A binding protein p300
EP300-AS1,EP300 antisense RNA 1
EP400,E1A binding protein p400
EP400NL,EP400 pseudogene 1
EPAG,#N/A
EPAS1,endothelial PAS domain protein 1
EPB41,erythrocyte membrane protein band 4.1
EPB41L1,erythrocyte membrane protein band 4.1 like 1
EPB41L2,erythrocyte membrane protein band 4.1 like 2
EPB41L3,erythrocyte membrane protein band 4.1 like 3
EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
EPB41L4A-AS1,EPB41L4A antisense RNA 1
EPB41L4A-AS2,EPB41L4A divergent transcript
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B
EPB41L5,erythrocyte membrane protein band 4.1 like 5
EPB42,erythrocyte membrane protein band 4.2
EPB49,dematin actin binding protein
EPC1,enhancer of polycomb homolog 1
EPC2,enhancer of polycomb homolog 2
EPCAM,epithelial cell adhesion molecule
EPDR1,ependymin related 1
EPG5,ectopic P-granules 5 autophagy tethering factor
EPGN,epithelial mitogen
EPHA1,EPH receptor A1
EPHA1-AS1,EPHA1 antisense RNA 1
EPHA10,EPH receptor A10
EPHA2,EPH receptor A2
EPHA3,EPH receptor A3
EPHA4,EPH receptor A4
EPHA5,EPH receptor A5
EPHA5-AS1,EPHA5 antisense RNA 1
EPHA6,EPH receptor A6
EPHA7,EPH receptor A7
EPHA8,EPH receptor A8
EPHB1,EPH receptor B1
EPHB2,EPH receptor B2
EPHB3,EPH receptor B3
EPHB4,EPH receptor B4
EPHB6,EPH receptor B6
EPHX1,epoxide hydrolase 1
EPHX2,epoxide hydrolase 2
EPHX3,epoxide hydrolase 3
EPHX4,epoxide hydrolase 4
EPM2A,"EPM2A glucan phosphatase, laforin"
EPM2AIP1,EPM2A interacting protein 1
EPN1,epsin 1
EPN2,epsin 2
EPN2-AS1,EPN2 antisense RNA 1
EPN2-IT1,EPN2 intronic transcript 1
EPN3,epsin 3
EPO,erythropoietin
EPOR,erythropoietin receptor
EPPIN,epididymal peptidase inhibitor
EPPIN-WFDC6,EPPIN-WFDC6 readthrough
EPPK1,epiplakin 1
EPR1,#N/A
EPRS,glutamyl-prolyl-tRNA synthetase 1
EPRS1,glutamyl-prolyl-tRNA synthetase 1
EPS15,epidermal growth factor receptor pathway substrate 15
EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
EPS8,epidermal growth factor receptor pathway substrate 8
EPS8L1,EPS8 like 1
EPS8L2,EPS8 like 2
EPS8L3,EPS8 like 3
EPSTI1,epithelial stromal interaction 1
EPT1,selenoprotein I
EPX,eosinophil peroxidase
EPYC,epiphycan
EQTN,equatorin
ERAL1,Era like 12S mitochondrial rRNA chaperone 1
ERAP1,endoplasmic reticulum aminopeptidase 1
ERAP2,endoplasmic reticulum aminopeptidase 2
ERAS,ES cell expressed Ras
ERBB2,erb-b2 receptor tyrosine kinase 2
ERBB2IP,erbb2 interacting protein
ERBB3,erb-b2 receptor tyrosine kinase 3
ERBB4,erb-b2 receptor tyrosine kinase 4
ERBIN,erbb2 interacting protein
ERC1,ELKS/RAB6-interacting/CAST family member 1
ERC2,ELKS/RAB6-interacting/CAST family member 2
ERC2-IT1,ERC2 intronic transcript 1
ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit"
ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit"
ERCC5,"ERCC excision repair 5, endonuclease"
ERCC6,"ERCC excision repair 6, chromatin remodeling factor"
ERCC6-PGBD3,#N/A
ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase"
ERCC6L2,ERCC excision repair 6 like 2
ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
EREG,epiregulin
ERF,ETS2 repressor factor
ERG,ETS transcription factor ERG
ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1
ERGIC2,ERGIC and golgi 2
ERGIC3,ERGIC and golgi 3
ERH,ERH mRNA splicing and mitosis factor
ERI1,exoribonuclease 1
ERI2,ERI1 exoribonuclease family member 2
ERI3,ERI1 exoribonuclease family member 3
ERI3-IT1,ERI3 intronic transcript 1
ERICH1,glutamate rich 1
ERICH1-AS1,DLG associated protein 2
ERICH2,glutamate rich 2
ERICH3,glutamate rich 3
ERICH4,glutamate rich 4
ERICH5,glutamate rich 5
ERICH6,glutamate rich 6
ERICH6B,glutamate rich 6B
ERLEC1,endoplasmic reticulum lectin 1
ERLIN1,ER lipid raft associated 1
ERLIN2,ER lipid raft associated 2
ERMAP,erythroblast membrane associated protein (Scianna blood group)
ERMARD,ER membrane associated RNA degradation
ERMN,ermin
ERMP1,endoplasmic reticulum metallopeptidase 1
ERN1,endoplasmic reticulum to nucleus signaling 1
ERN2,endoplasmic reticulum to nucleus signaling 2
ERO1A,endoplasmic reticulum oxidoreductase 1 alpha
ERO1B,endoplasmic reticulum oxidoreductase 1 beta
ERO1L,endoplasmic reticulum oxidoreductase 1 alpha
ERO1LB,endoplasmic reticulum oxidoreductase 1 beta
ERP27,endoplasmic reticulum protein 27
ERP29,endoplasmic reticulum protein 29
ERP44,endoplasmic reticulum protein 44
ERRFI1,ERBB receptor feedback inhibitor 1
ERV18-1,endogenous retrovirus group 18 member 1
ERV3-1,"endogenous retrovirus group 3 member 1, envelope"
ERVFRD-1,"endogenous retrovirus group FRD member 1, envelope"
ERVFRDE1,"endogenous retrovirus group FRD member 1, envelope"
ERVK13-1,endogenous retrovirus group K13 member 1
ERVMER34-1,"endogenous retrovirus group MER34 member 1, envelope"
ERVV-1,"endogenous retrovirus group V member 1, envelope"
ERVV-2,"endogenous retrovirus group V member 2, envelope"
ERVW-1,"endogenous retrovirus group W member 1, envelope"
ESAM,endothelial cell adhesion molecule
ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1
ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
ESD,esterase D
ESF1,ESF1 nucleolar pre-rRNA processing protein homolog
ESM1,endothelial cell specific molecule 1
ESPL1,"extra spindle pole bodies like 1, separase"
ESPN,espin
ESPNL,espin like
ESPNP,espin pseudogene
ESR1,estrogen receptor 1
ESR2,estrogen receptor 2
ESRG,embryonic stem cell related
ESRP1,epithelial splicing regulatory protein 1
ESRP2,epithelial splicing regulatory protein 2
ESRRA,estrogen related receptor alpha
ESRRB,estrogen related receptor beta
ESRRG,estrogen related receptor gamma
ESS2,ess-2 splicing factor homolog
ESX1,ESX homeobox 1
ESYT1,extended synaptotagmin 1
ESYT2,extended synaptotagmin 2
ESYT3,extended synaptotagmin 3
ETAA1,ETAA1 activator of ATR kinase
ETF1,eukaryotic translation termination factor 1
ETFA,electron transfer flavoprotein subunit alpha
ETFB,electron transfer flavoprotein subunit beta
ETFDH,electron transfer flavoprotein dehydrogenase
ETFRF1,electron transfer flavoprotein regulatory factor 1
ETHE1,ETHE1 persulfide dioxygenase
ETNK1,ethanolamine kinase 1
ETNK2,ethanolamine kinase 2
ETNPPL,ethanolamine-phosphate phospho-lyase
ETS1,"ETS proto-oncogene 1, transcription factor"
ETS2,"ETS proto-oncogene 2, transcription factor"
ETV1,ETS variant transcription factor 1
